DataSource,Eruption,Na2O_wt ,SiO2_wt ,CaO_wt   ,K2O_wt    ,Al2O3_wt  ,MgO_wt    ,FeO_wt,BaO_wt,TiO2_wt,SrO_wt,Total_wt
Lipmanetal2015,BonanzaTuff,4.563,65.064,0.429,10.595,19.399,NA,NA,0,NA,NA,100.05
Lipmanetal2015,BonanzaTuff,4.417,64.205,0.397,10.642,19.407,NA,NA,0,NA,NA,99.068
Lipmanetal2015,BonanzaTuff,4.618,63.462,0.445,10.365,19.372,NA,NA,0.085,NA,NA,98.347
Lipmanetal2015,BonanzaTuff,5.017,65.076,0.494,9.836,19.652,NA,NA,0.047,NA,NA,100.122
Lipmanetal2015,BonanzaTuff,4.806,64.18,0.483,10.266,19.289,NA,NA,0.03,NA,NA,99.054
Lipmanetal2015,BonanzaTuff,4.886,64.075,0.529,10.181,19.437,NA,NA,0.03,NA,NA,99.138
Lipmanetal2015,BonanzaTuff,4.806,64.508,0.572,9.994,19.64,NA,NA,0.001,NA,NA,99.521
Lipmanetal2015,BonanzaTuff,4.776,64.483,0.557,10.22,19.48,NA,NA,0.048,NA,NA,99.564
Lipmanetal2015,BonanzaTuff,4.54,64.604,0.531,10.253,19.597,NA,NA,0,NA,NA,99.525
Lipmanetal2015,BonanzaTuff,4.698,64.955,0.5,10.336,19.599,NA,NA,0,NA,NA,100.088
Lipmanetal2015,BonanzaTuff,4.67,64.814,0.476,10.425,19.452,NA,NA,0.021,NA,NA,99.858
Lipmanetal2015,BonanzaTuff,4.486,65.076,0.425,10.777,19.353,NA,NA,0.05,NA,NA,100.167
Lipmanetal2015,BonanzaTuff,4.468,62.085,0.623,9.286,20.47,NA,NA,2.977,NA,NA,99.909
Lipmanetal2015,BonanzaTuff,3.413,64.897,0.474,11.938,19.497,NA,NA,0.258,NA,NA,100.477
Lipmanetal2015,BonanzaTuff,3.623,65.044,0.47,11.833,19.454,NA,NA,0.166,NA,NA,100.59
Lipmanetal2015,BonanzaTuff,4.231,64.268,0.468,10.981,19.537,NA,NA,0.176,NA,NA,99.661
Lipmanetal2015,BonanzaTuff,5.234,64.755,0.427,9.32,19.199,NA,NA,0,NA,NA,98.935
Lipmanetal2015,BonanzaTuff,4.44,62.895,0.489,9.8,20.173,NA,NA,2.139,NA,NA,99.936
Lipmanetal2015,BonanzaTuff,4.098,64.591,0.344,11.228,19.314,NA,NA,0.144,NA,NA,99.719
Lipmanetal2015,BonanzaTuff,3.754,64.464,0.36,11.569,19.32,NA,NA,0.089,NA,NA,99.556
Lipmanetal2015,BonanzaTuff,3.379,64.072,0.502,11.895,19.496,NA,NA,0.173,NA,NA,99.517
Lipmanetal2015,BonanzaTuff,3.439,64.218,0.5,12.249,19.588,NA,NA,0.13,NA,NA,100.124
Lipmanetal2015,BonanzaTuff,3.441,64.461,0.478,12.235,19.4,NA,NA,0.248,NA,NA,100.263
Lipmanetal2015,BonanzaTuff,3.437,64.748,0.453,12.381,19.407,NA,NA,0.22,NA,NA,100.646
Lipmanetal2015,BonanzaTuff,3.379,64.647,0.477,12.2,19.445,NA,NA,0.261,NA,NA,100.409
Lipmanetal2015,BonanzaTuff,5.336,63.842,0.533,9.098,19.482,NA,NA,0.086,NA,NA,98.377
Lipmanetal2015,BonanzaTuff,4.544,64.527,0.327,10.851,19.306,NA,NA,0.003,NA,NA,99.558
Lipmanetal2015,BonanzaTuff,4.515,64.105,0.408,10.654,19.371,NA,NA,0.01,NA,NA,99.063
Lipmanetal2015,BonanzaTuff,4.502,64.268,0.373,10.621,19.383,NA,NA,0,NA,NA,99.147
Lipmanetal2015,BonanzaTuff,4.355,64.714,0.378,10.66,19.478,NA,NA,0.012,NA,NA,99.597
Lipmanetal2015,BonanzaTuff,4.628,64.522,0.396,10.499,19.297,NA,NA,0,NA,NA,99.342
Lipmanetal2015,BonanzaTuff,4.736,64.637,0.403,10.501,19.429,NA,NA,0,NA,NA,99.706
Lipmanetal2015,BonanzaTuff,4.626,64.764,0.414,10.468,19.484,NA,NA,0.08,NA,NA,99.836
Lipmanetal2015,BonanzaTuff,4.517,64.445,0.426,10.66,19.261,NA,NA,0,NA,NA,99.309
Lipmanetal2015,BonanzaTuff,5.006,65.041,0.526,9.856,19.54,NA,NA,0,NA,NA,99.969
Lipmanetal2015,BonanzaTuff,5.138,64.18,0.499,9.593,19.529,NA,NA,0,NA,NA,98.939
Lipmanetal2015,BonanzaTuff,4.825,63.824,0.414,10.123,19.301,NA,NA,0,NA,NA,98.487
Lipmanetal2015,BonanzaTuff,4.814,63.968,0.378,10.352,19.354,NA,NA,0,NA,NA,98.866
Lipmanetal2015,BonanzaTuff,4.728,64.032,0.346,10.359,19.293,NA,NA,0,NA,NA,98.758
Lipmanetal2015,BonanzaTuff,4.615,63.859,0.38,10.529,19.397,NA,NA,0,NA,NA,98.78
Lipmanetal2015,BonanzaTuff,4.609,63.879,0.342,10.655,19.379,NA,NA,0.015,NA,NA,98.879
Lipmanetal2015,BonanzaTuff,4.551,64.011,0.351,10.449,19.222,NA,NA,0,NA,NA,98.584
Lipmanetal2015,BonanzaTuff,4.515,64.213,0.352,10.529,19.206,NA,NA,0.084,NA,NA,98.899
Lipmanetal2015,BonanzaTuff,5.23572,65.946318,0.328,9.326762,19.021635,0,0.194,0.004,0,NA,100.056435
Lipmanetal2015,BonanzaTuff,5.260652,65.869862,0.30135,9.65204,19.0749,0,0.209,0.016,0.032,NA,100.415804
Lipmanetal2015,BonanzaTuff,5.087212,65.730028,0.285975,9.740269,18.909075,0,0.154,0,0.014,NA,99.920559
Lipmanetal2015,BonanzaTuff,5.117564,66.034846,0.331075,9.527669,19.06686,0,0.098,0,0,NA,100.176014
Lipmanetal2015,BonanzaTuff,4.748,66.077,0.233,9.683,18.861,0,0.211,0.074,0,NA,99.898
Lipmanetal2015,BonanzaTuff,4.925,65.931,0.279,9.715,19.005,0,0.277,0,0.046,NA,100.178
Lipmanetal2015,BonanzaTuff,4.689384,65.531846,0.46945,10.498188,19.051785,0,0.146,0.067,0.037,NA,100.490653
Lipmanetal2015,BonanzaTuff,4.87258,65.85276,0.382325,10.463109,18.98646,0,0.247,0.02,0,NA,100.824234
Lipmanetal2015,BonanzaTuff,3.747388,64.955408,0.4797,12.281902,19.063845,0,0.176,0.064,0.119,NA,100.887243
Lipmanetal2015,BonanzaTuff,3.568528,64.862856,0.4674,12.095877,19.08696,0,0.128,0.144,0.041,NA,100.394621
Lipmanetal2015,BonanzaTuff,4.624344,65.647536,0.8405,8.747427,17.636745,0.135,1.003,0.249,0.332,NA,99.252552
Lipmanetal2015,BonanzaTuff,5.030844,66.190776,1.095725,7.928917,17.81262,0.108,1.054,0.241,0.232,NA,99.719882
Lipmanetal2015,BonanzaTuff,5.442764,65.821574,0.3157,9.846569,19.184445,0,0.113,0.082,0.041,NA,100.847052
Lipmanetal2015,BonanzaTuff,5.237888,65.704878,0.300325,9.973066,18.876915,0,0.108,0.109,0.014,NA,100.324072
Lipmanetal2015,BonanzaTuff,5.050356,65.564038,0.345425,10.118697,18.93621,0,0.242,0.006,0.064,NA,100.351726
Lipmanetal2015,BonanzaTuff,4.78044,65.62138,0.400775,10.359998,19.16937,0,0.196,0,0.018,NA,100.567963
Lipmanetal2015,BonanzaTuff,3.75606,64.21298,0.511475,11.585637,19.379415,0.001,0.221,0.767,0.073,NA,100.507567
Lipmanetal2015,BonanzaTuff,3.628148,63.980594,0.54735,11.972569,19.433685,0,0.322,0.785,0.119,NA,100.803346
Lipmanetal2015,BonanzaTuff,4.100772,63.122476,0.515575,10.836222,19.610565,0,0.261,1.733,0.082,NA,100.26861
Lipmanetal2015,BonanzaTuff,3.177204,64.586206,0.4592,11.645165,18.671895,0.024,0.284,1.342,0.073,NA,100.27267
Lipmanetal2015,BonanzaTuff,5.282332,65.921168,0.31365,9.599953,19.142235,0,0.254,0,0,NA,100.513338
Lipmanetal2015,BonanzaTuff,5.309432,66.420144,0.37105,9.740269,19.28193,0,0.19,0,0.009,NA,101.331825
Lipmanetal2015,BonanzaTuff,5.242224,65.632446,0.39565,10.035783,18.826665,0,0.239,0.064,0,NA,100.438768
Lipmanetal2015,BonanzaTuff,5.077456,65.738076,0.3198,9.862514,18.814605,0,0.133,0.034,0.073,NA,100.052451
Lipmanetal2015,BonanzaTuff,3.523,65.434264,0.285975,12.174539,18.800535,0,0.234,0,0.005,NA,100.457313
Lipmanetal2015,BonanzaTuff,3.581536,65.49563,0.26855,11.920482,18.957315,0,0.123,0,0.032,NA,100.378513
Lipmanetal2015,BonanzaTuff,4.107276,63.486648,0.595525,9.813616,19.055805,0.006,0.274,1.689,0.05,NA,99.09287
Lipmanetal2015,BonanzaTuff,4.217844,63.481618,0.609875,9.86464,19.606545,0,0.093,1.95,0.014,NA,99.855522
Lipmanetal2015,BonanzaTuff,5.217292,66.061002,0.30955,9.612709,18.95631,0,0.143,0,0.05,NA,100.392863
Lipmanetal2015,BonanzaTuff,5.15442,66.161602,0.349525,9.635032,18.828675,0,0.093,0.007,0,NA,100.229254
Lipmanetal2015,BonanzaTuff,4.125704,65.597236,0.35875,10.909569,18.83169,0,0.229,0.061,0,NA,100.113949
Lipmanetal2015,BonanzaTuff,4.255784,65.43024,0.3772,10.665079,18.56838,0,0.179,0.063,0,NA,99.538683
Lipmanetal2015,BonanzaTuff,4.696972,65.776304,0.43665,10.170784,19.16133,0,0.264,0.046,0,NA,100.55204
Lipmanetal2015,BonanzaTuff,4.7154,65.422192,0.4592,10.356809,19.106055,0,0.214,0.004,0,NA,100.277656
Lipmanetal2015,BonanzaTuff,4.353344,65.375916,0.495075,10.684213,18.98043,0,0.214,0.102,0.064,NA,100.270978
Lipmanetal2015,BonanzaTuff,4.511608,65.376922,0.52685,10.647008,19.164345,0,0.239,0.085,0.119,NA,100.707733
Lipmanetal2015,BonanzaTuff,3.507824,65.278334,0.349525,12.044853,18.979425,0,0.148,0.038,0.055,NA,100.438961
Lipmanetal2015,BonanzaTuff,3.545764,65.290406,0.374125,11.933238,19.085955,0.001,0.169,0.033,0.027,NA,100.479488
Lipmanetal2015,BonanzaTuff,3.683432,64.582182,0.42025,11.4804,19.44474,0,0.143,1.177,0.018,NA,101.001004
Lipmanetal2015,BonanzaTuff,3.580452,64.477558,0.388475,11.566503,19.47891,0,0.214,1.018,0.023,NA,100.746898
Lipmanetal2015,BonanzaTuff,4.6,63.666,0.485,10.443,19.544,NA,NA,0,NA,NA,98.738
Lipmanetal2015,BonanzaTuff,3.496,62.621,0.44,12.064,19.524,NA,NA,0.179,NA,NA,98.324
Lipmanetal2015,BonanzaTuff,3.249,60.835,0.525,11.422,20.097,NA,NA,2.197,NA,NA,98.325
Lipmanetal2015,BonanzaTuff,3.561,61.37,0.59,11.143,20.288,NA,NA,2.025,NA,NA,98.977
Lipmanetal2015,BonanzaTuff,3.403,61.445,0.492,11.596,20.033,NA,NA,1.77,NA,NA,98.739
Lipmanetal2015,BonanzaTuff,3.368,60.761,0.582,11.668,20.01,NA,NA,1.506,NA,NA,97.895
Lipmanetal2015,BonanzaTuff,3.428,62.512,0.532,11.729,19.466,NA,NA,0.196,NA,NA,97.863
Lipmanetal2015,BonanzaTuff,3.52,61.961,0.552,11.803,19.713,NA,NA,0.494,NA,NA,98.043
Lipmanetal2015,BonanzaTuff,4.231,62.262,0.475,10.874,19.619,NA,NA,0.304,NA,NA,97.765
Lipmanetal2015,BonanzaTuff,4.549,63.24,0.673,9.699,20.107,NA,NA,1.431,NA,NA,99.699
Lipmanetal2015,BonanzaTuff,3.872,63.268,0.565,11.067,19.681,NA,NA,0.572,NA,NA,99.025
Lipmanetal2015,BonanzaTuff,3.253,62.936,0.416,11.958,19.582,NA,NA,1.164,NA,NA,99.309
Lipmanetal2015,BonanzaTuff,3.333,62.43,0.545,11.617,19.985,NA,NA,1.536,NA,NA,99.446
Lipmanetal2015,BonanzaTuff,3.351,62.216,0.519,11.606,19.912,NA,NA,1.641,NA,NA,99.245
Lipmanetal2015,BonanzaTuff,3.297,62.008,0.514,11.591,19.904,NA,NA,1.663,NA,NA,98.977
Lipmanetal2015,BonanzaTuff,4.186,62.257,0.594,10.068,20.067,NA,NA,1.857,NA,NA,99.029
Lipmanetal2015,BonanzaTuff,4.602,64.061,0.568,10.034,19.774,NA,NA,0.634,NA,NA,99.673
Lipmanetal2015,BonanzaTuff,3.71,63.701,0.44,11.703,19.494,NA,NA,0.525,NA,NA,99.573
Lipmanetal2015,BonanzaTuff,3.336,63.404,0.382,12.183,19.413,NA,NA,0.651,NA,NA,99.369
Lipmanetal2015,BonanzaTuff,3.649,63.092,0.432,11.413,19.698,NA,NA,0.816,NA,NA,99.1
Lipmanetal2015,BonanzaTuff,3.486,62.43,0.532,11.155,20.118,NA,NA,1.788,NA,NA,99.509
Lipmanetal2015,BonanzaTuff,4.29,62.289,0.658,9.611,20.039,NA,NA,1.881,NA,NA,98.768
Lipmanetal2015,BonanzaTuff,5.207,63.276,0.41,9.589,19.419,NA,NA,0,NA,NA,97.901
Lipmanetal2015,BonanzaTuff,5.312,64.469,0.4,9.24,19.463,NA,NA,0.02,NA,NA,98.904
Lipmanetal2015,BonanzaTuff,5.234,64.618,0.419,9.645,19.325,NA,NA,0,NA,NA,99.241
Lipmanetal2015,BonanzaTuff,5.273,63.019,0.386,9.523,19.344,NA,NA,0.02,NA,NA,97.565
Lipmanetal2015,BonanzaTuff,5.225,63.31,0.411,9.35,19.466,NA,NA,0,NA,NA,97.762
Lipmanetal2015,BonanzaTuff,5.387,63.264,0.449,9.386,19.295,NA,NA,0,NA,NA,97.781
Lipmanetal2015,BonanzaTuff,5.312,63.525,0.435,9.326,19.625,NA,NA,0.043,NA,NA,98.266
Lipmanetal2015,BonanzaTuff,5.339,63.878,0.463,9.456,19.609,NA,NA,0,NA,NA,98.745
Lipmanetal2015,BonanzaTuff,5.222,63.688,0.409,9.334,19.447,NA,NA,0.091,NA,NA,98.191
Lipmanetal2015,BonanzaTuff,5.295,63.92,0.417,9.419,19.485,NA,NA,0,NA,NA,98.536
Lipmanetal2015,BonanzaTuff,5.222,64.069,0.43,9.542,19.506,NA,NA,0.039,NA,NA,98.808
Lipmanetal2015,BonanzaTuff,5.1,66.666,0.38,9.275,19.066,0,0.163,0.049,0,NA,100.742
Lipmanetal2015,BonanzaTuff,5.315,67.092,0.335,9.159,19.15,0,0.186,0,0.042,NA,101.3
Lipmanetal2015,BonanzaTuff,5.055,66.531,0.331,9.103,18.825,0,0.15,0,0.012,NA,100.007
Lipmanetal2015,BonanzaTuff,5.124,66.826,0.313,9.117,18.973,0,0.131,0,0.076,NA,100.567
Lipmanetal2015,BonanzaTuff,5.207,66.553,0.339,8.995,18.841,0,0.201,0,0.061,NA,100.197
Lipmanetal2015,BonanzaTuff,5.424,66.275,0.345,8.843,18.956,0,0.097,0,0.042,NA,99.982
Lipmanetal2015,BonanzaTuff,5.387,66.129,0.396,8.835,19.138,0.001,0.192,0.011,0.07,NA,100.159
Lipmanetal2015,BonanzaTuff,5.159,66.294,0.401,8.95,18.925,0.001,0.149,0,0.006,NA,99.885
Lipmanetal2015,BonanzaTuff,5.194,66.244,0.443,8.876,19.122,0,0.192,0,0,NA,100.071
Lipmanetal2015,BonanzaTuff,5.084,67.096,0.365,9.108,19.064,0,0.143,0.036,0.058,NA,100.954
Lipmanetal2015,BonanzaTuff,4.886,66.521,0.339,9.144,18.955,0,0.204,0.024,0.067,NA,100.15
Lipmanetal2015,BonanzaTuff,5.296,66.803,0.358,8.844,19.073,0,0.23,0.01,0,NA,100.628
Lipmanetal2015,BonanzaTuff,5.293,66.367,0.349,8.941,18.993,0,0.178,0.029,0.049,NA,100.202
Lipmanetal2015,BonanzaTuff,5.029,66.315,0.304,9.2,18.886,0.003,0.194,0.021,0,NA,99.991
Lipmanetal2015,BonanzaTuff,5.101,66.337,0.32,9.171,18.987,0,0.103,0,0.049,NA,100.118
Lipmanetal2015,BonanzaTuff,5.192,66.234,0.329,8.803,18.803,0,0.139,0.003,0,NA,99.523
Lipmanetal2015,BonanzaTuff,5.241,65.846,0.349,8.809,19.049,0,0.155,0,0.012,NA,99.461
Lipmanetal2015,BonanzaTuff,4.979,65.522,0.347,9.003,18.968,0,0.176,0,0.015,NA,99.01
Lipmanetal2015,BonanzaTuff,5.109,65.563,0.292,9.1,19.064,0.004,0.186,0,0,NA,99.318
Lipmanetal2015,BonanzaTuff,5.016,65.363,0.287,9.162,18.713,0,0.16,0,0.015,NA,98.716
Lipmanetal2015,BonanzaTuff,5.312,65.449,0.346,8.794,18.778,0,0.166,0,0,NA,98.854
Lipmanetal2015,BonanzaTuff,5.24,66.847,0.366,9.103,18.794,0.004,0.161,0,0,NA,100.515
Lipmanetal2015,BonanzaTuff,5.171,66.537,0.359,9.263,18.874,0.007,0.184,0.057,0,NA,100.452
Lipmanetal2015,BonanzaTuff,5.197,66.34,0.407,9.278,18.891,0.005,0.141,0,0,NA,100.259
Lipmanetal2015,BonanzaTuff,4.931,66.583,0.364,9.252,18.875,0.004,0.154,0.026,0,NA,100.189
Lipmanetal2015,BonanzaTuff,5.089,66.692,0.387,9.04,18.831,0.01,0.197,0,0.024,NA,100.288
Lipmanetal2015,BonanzaTuff,5.166,66.874,0.361,8.986,18.777,0,0.101,0.063,0,NA,100.33
Lipmanetal2015,BonanzaTuff,5.261,66.676,0.338,8.935,18.764,0,0.166,0.021,0,NA,100.161
Lipmanetal2015,BonanzaTuff,5.373,67.095,0.377,8.666,19.062,0,0.153,0.018,0,NA,100.753
Lipmanetal2015,BonanzaTuff,5.414,66.73,0.386,8.928,18.904,0,0.088,0.073,0,NA,100.523
Lipmanetal2015,BonanzaTuff,5.227,66.725,0.344,9.022,18.837,0,0.124,0.049,0,NA,100.328
Lipmanetal2015,BonanzaTuff,5.09,65.96,0.37,8.98,18.72,0,0.16,0.12,0.03,NA,99.45
Lipmanetal2015,BonanzaTuff,5.41,66.2,0.3,9.12,19.03,0.01,0.16,0.07,0,NA,100.3
Lipmanetal2015,BonanzaTuff,4.87,65.94,0.32,9.27,18.76,0.01,0.25,0.1,0.04,NA,99.57
Lipmanetal2015,BonanzaTuff,5.01,66.38,0.31,9.13,18.79,0.01,0.16,0.04,0.04,NA,99.87
Lipmanetal2015,BonanzaTuff,5.2,66.35,0.32,8.98,18.78,0,0.13,0,0.01,NA,99.78
Lipmanetal2015,BonanzaTuff,5.03,66.42,0.3,9.22,18.82,0,0.2,0.06,0.02,NA,100.06
Lipmanetal2015,BonanzaTuff,5.53,66.25,0.4,8.41,19.12,0.01,0.2,0.02,0.01,NA,99.96
Lipmanetal2015,BonanzaTuff,5.97,66.91,0.44,8.33,19.18,0,0.23,0.09,0.01,NA,101.15
Lipmanetal2015,BonanzaTuff,4.28,65.93,0.41,10.73,18.96,0,0.21,0.15,0.03,NA,100.76
Lipmanetal2015,BonanzaTuff,4.05,66.52,0.31,10.71,19.22,0,0.17,0.18,0.03,NA,101.18
Lipmanetal2015,BonanzaTuff,5.34,65.76,0.39,8.95,18.99,0,0.26,0,0.02,NA,99.74
Lipmanetal2015,BonanzaTuff,5.3,66.01,0.38,8.8,18.75,0,0.14,0,0,NA,99.41
Lipmanetal2015,BonanzaTuff,5.16,65.98,0.4,8.92,19.02,0,0.21,0,0,NA,99.73
Lipmanetal2015,BonanzaTuff,5.38,65.78,0.35,8.75,18.87,0,0.11,0.02,0,NA,99.27
Lipmanetal2015,BonanzaTuff,5.19,66.29,0.37,8.8,18.76,0,0.22,0.03,0,NA,99.66
Lipmanetal2015,BonanzaTuff,4.12,65.87,0.37,10.54,19,0,0.12,0.07,0.04,NA,100.13
Lipmanetal2015,BonanzaTuff,4.81,66.07,0.43,10.01,19.19,0.01,0.18,0,0.03,NA,100.73
Lipmanetal2015,BonanzaTuff,4.5,66.31,0.39,10.3,19.01,0.01,0.1,0.03,0.02,NA,100.72
Lipmanetal2015,BonanzaTuff,4.99,66.72,0.3,9.18,19.05,0,0.18,0.06,0.05,NA,100.55
Lipmanetal2015,BonanzaTuff,5.3,66.85,0.35,9.24,19.05,0,0.14,0.02,0.02,NA,100.97
Lipmanetal2015,BonanzaTuff,5.33,66.28,0.36,9.12,18.97,0,0.13,0,0,NA,100.2
Lipmanetal2015,BonanzaTuff,5.14,66.46,0.43,8.8,18.98,0,0.17,0.1,0.05,NA,100.13
Lipmanetal2015,BonanzaTuff,5.34,65.92,0.45,8.87,19.03,0,0.22,0.03,0.03,NA,99.9
Lipmanetal2015,BonanzaTuff,5.09,66.4,0.35,9.26,19.04,0,0.18,0.01,0.02,NA,100.34
Lipmanetal2015,BonanzaTuff,5.01,66.55,0.27,9.36,19,0,0.14,0.07,0.02,NA,100.42
Lipmanetal2015,BonanzaTuff,4.98,65.93,0.33,9.48,18.99,0,0.2,0,0.01,NA,99.95
Lipmanetal2015,BonanzaTuff,5.05,66.63,0.31,9.36,18.97,0,0.2,0.03,0.03,NA,100.58
Lipmanetal2015,BonanzaTuff,4.9,66.63,0.31,9.31,18.98,0,0.11,0.03,0.03,NA,100.29
Lipmanetal2015,BonanzaTuff,5.45,66.03,0.44,8.87,19,0.01,0.14,0,0.06,NA,100.01
Lipmanetal2015,BonanzaTuff,5.31,66.37,0.34,9.1,18.88,0.01,0.2,0,0.04,NA,100.27
Lipmanetal2015,BonanzaTuff,5.22,66.18,0.4,8.91,18.95,0.01,0.3,0.03,0.05,NA,100.08
Lipmanetal2015,BonanzaTuff,4.75,66.03,0.29,9.64,18.84,0,0.17,0,0.01,NA,99.73
Lipmanetal2015,BonanzaTuff,4.97,66.25,0.31,9.53,19.01,0,0.21,0,0.03,NA,100.33
Lipmanetal2015,BonanzaTuff,4.73,65.67,0.29,9.57,18.85,0,0.22,0.03,0,NA,99.37
Lipmanetal2015,BonanzaTuff,4.72,66.03,0.42,9.87,19.08,0,0.19,0,0.04,NA,100.36
Lipmanetal2015,BonanzaTuff,4.65,66.35,0.42,10.05,19,0,0.21,0,0.02,NA,100.71
Lipmanetal2015,BonanzaTuff,4.58,65.69,0.31,9.97,18.89,0,0.16,0,0.02,NA,99.62
Lipmanetal2015,BonanzaTuff,4.22,65.49,0.22,10.69,18.52,0,0.18,0.01,0.04,NA,99.39
Lipmanetal2015,BonanzaTuff,4.42,65.95,0.27,10.36,18.82,0,0.17,0.08,0.01,NA,100.09
Lipmanetal2015,BonanzaTuff,4.81,65.81,0.5,9.7,18.61,0.1,0.29,0.07,0.03,NA,99.95
Lipmanetal2015,BonanzaTuff,4.54,66.1,0.29,9.99,18.86,0,0.22,0.03,0,NA,100.07
Lipmanetal2015,BonanzaTuff,4.49,66.03,0.38,10.15,19.09,0,0.19,0.04,0.03,NA,100.41
Lipmanetal2015,BonanzaTuff,5.15,66.43,0.38,9.21,18.91,0,0.18,0.08,0.04,NA,100.39
Lipmanetal2015,BonanzaTuff,4.91,66.1,0.31,9.27,18.69,0,0.18,0.07,0.03,NA,99.56
Lipmanetal2015,BonanzaTuff,5.07,66.2,0.4,9.23,18.88,0,0.16,0.03,0.03,NA,100.03
Lipmanetal2015,BonanzaTuff,5.34,66.13,0.38,9.04,18.82,0,0.18,0.03,0.03,NA,99.98
Lipmanetal2015,BonanzaTuff,5.16,66.15,0.33,9.21,18.9,0,0.17,0,0.05,NA,100.02
Lipmanetal2015,BonanzaTuff,5.3,66.43,0.4,9.2,19.21,0,0.17,0,0.01,NA,100.74
Lipmanetal2015,BonanzaTuff,5.12,65.98,0.37,9.14,18.85,0,0.21,0.09,0.01,NA,99.77
Lipmanetal2015,BonanzaTuff,5.12,65.65,0.37,9.09,18.89,0,0.15,0,0.02,NA,99.28
Lipmanetal2015,BonanzaTuff,5.22,66.42,0.35,8.84,18.37,0.01,0.18,0,0.03,NA,99.42
Lipmanetal2015,BonanzaTuff,5.16,65.63,0.41,9.06,18.6,0,0.12,0.04,0.04,NA,99.07
Lipmanetal2015,BonanzaTuff,5.03,66.26,0.33,9.27,18.79,0,0.17,0,0,NA,99.87
Lipmanetal2015,BonanzaTuff,5.1,65.86,0.32,9.26,18.58,0.01,0.21,0,0.02,NA,99.35
Lipmanetal2015,BonanzaTuff,5.05,65.96,0.36,9.35,18.79,0,0.17,0.04,0.01,NA,99.75
Lipmanetal2015,BonanzaTuff,5.03,65.96,0.36,9.18,18.82,0.01,0.23,0.06,0,NA,99.68
Lipmanetal2015,BonanzaTuff,5.03,66.15,0.33,9.27,18.75,0,0.19,0.07,0.02,NA,99.82
Lipmanetal2015,BonanzaTuff,5.146832,66.293388,0.329025,9.008925,18.93822,0.001,0.274,0.051,0.096,NA,100.13839
Lipmanetal2015,BonanzaTuff,5.00808,66.120356,0.2706,9.058886,18.90807,0,0.234,0,0.096,NA,99.695992
Lipmanetal2015,BonanzaTuff,4.781524,66.171662,0.2706,9.464952,18.93018,0,0.269,0.019,0,NA,99.906918
Lipmanetal2015,BonanzaTuff,5.283416,66.465414,0.288025,8.852664,19.041735,0,0.199,0,0.023,NA,100.153254
Lipmanetal2015,BonanzaTuff,5.283416,65.663632,0.30545,8.983413,18.955305,0,0.308,0.032,0,NA,99.531216
Lipmanetal2015,BonanzaTuff,5.180436,65.077134,0.4141,8.701718,18.83571,0.016,0.192,0.076,0,NA,98.497098
Lipmanetal2015,BonanzaTuff,5.016752,65.62138,0.29315,9.170501,18.836715,0.001,0.257,0,0.014,NA,99.214498
Lipmanetal2015,BonanzaTuff,5.26824,65.79743,0.378225,8.711285,18.93018,0.007,0.267,0,0,NA,99.37836
Lipmanetal2015,BonanzaTuff,5.190192,65.764232,0.269575,9.293809,19.013595,0,0.303,0,0,NA,99.864403
Lipmanetal2015,BonanzaTuff,5.211872,65.45539,0.310575,8.980224,18.79149,0.002,0.202,0.074,0.027,NA,99.054551
Lipmanetal2015,BonanzaTuff,5.010248,65.796424,0.28085,9.132233,19.07088,0,0.252,0.047,0.027,NA,99.618635
Lipmanetal2015,BonanzaTuff,4.951712,65.770268,0.253175,9.377786,18.92817,0,0.313,0.012,0,NA,99.606111
Lipmanetal2015,BonanzaTuff,5.037348,65.551966,0.263425,9.281053,18.82968,0,0.207,0.029,0.018,NA,99.217472
Lipmanetal2015,BonanzaTuff,5.149,65.977504,0.2993,9.180068,18.945255,0,0.323,0,0.018,NA,99.892127
Lipmanetal2015,BonanzaTuff,5.281248,66.336646,0.337225,8.957901,19.041735,0,0.187,0.021,0.055,NA,100.238755
Lipmanetal2015,BonanzaTuff,5.0406,66.272262,0.314675,9.040815,19.05882,0,0.212,0,0.037,NA,99.976172
Lipmanetal2015,BonanzaTuff,5.258484,66.282322,0.28495,9.207706,19.031685,0.002,0.156,0,0.037,NA,100.260147
Lipmanetal2015,BonanzaTuff,5.163092,66.057984,0.302375,9.204517,18.993495,0,0.277,0,0.046,NA,100.044463
Lipmanetal2015,BonanzaTuff,5.298592,65.966438,0.31775,8.735734,18.949275,0,0.166,0.036,0,NA,99.469789
Lipmanetal2015,BonanzaTuff,4.95388,66.005672,0.3362,9.176879,18.774405,0,0.159,0.039,0.055,NA,99.500036
Lipmanetal2015,BonanzaTuff,5.33328,66.01875,0.341325,9.1418,19.035705,0,0.255,0.059,0.091,NA,100.27586
Lipmanetal2015,BonanzaTuff,5.068784,66.20486,0.26445,9.096091,19.043745,0.001,0.275,0.066,0.046,NA,100.06593
Lipmanetal2015,BonanzaTuff,4.679628,66.120356,0.312625,9.555307,18.86787,0.005,0.139,0,0,NA,99.679786
Lipmanetal2015,BonanzaTuff,5.472032,66.059996,0.29315,8.821837,19.083945,0.006,0.184,0.078,0.018,NA,100.01696
Lipmanetal2015,BonanzaTuff,5.229216,66.188764,0.292125,9.057823,19.02465,0,0.189,0.032,0,NA,100.013578
