DataSource,Eruption,SiO2_wt,Al2O3_wt,FeO_wt,MgO_wt,CaO_wt,Na2O_wt,K2O_wt,MnO_wt,TiO2_wt,P2O5_wt
Curryetal2021a,CebollaCreekTuff,74.84100049,13.54101962,1.088869927,0.113056767,1.0913417,3.288533336,5.78180044,0.080708776,0.149273621,0.024287861
Curryetal2021a,CebollaCreekTuff,74.73645061,13.71183557,1.078671523,0.105377006,1.065312369,3.313070169,5.653593933,0.0694676,0.250190234,0.015924111
Curryetal2021a,CebollaCreekTuff,74.68648932,13.60357251,0.944899672,0.184079666,1.023410502,3.398229938,5.837711617,0,0.321500249,0
Curryetal2021a,CebollaCreekTuff,74.58217359,13.89557856,1.027036704,0.116258253,1.055701663,3.420614048,5.690367295,0.106561185,0.105708696,0
Curryetal2021a,CebollaCreekTuff,75.16151007,12.98968251,1.070276658,0.126560618,0.977616205,3.712875283,5.768409135,0.069414625,0.12365489,0
Curryetal2021a,CebollaCreekTuff,75.06422221,13.62078326,1.062463927,0.126998812,1.010529337,3.233865208,5.568244729,0.133209547,0.123358037,0.056217855
Curryetal2021a,CebollaCreekTuff,75.04387776,13.37841558,1.008865889,0.105930381,1.035966859,3.344603896,5.839613876,0.012152419,0.230465793,0
Curryetal2021a,CebollaCreekTuff,74.78965078,13.57194946,1.031063026,0.15501661,1.083623679,3.347676457,5.682520864,0.013433351,0.173460815,0.151498352
Curryetal2021a,CebollaCreekTuff,74.66569596,13.51134332,0.992152286,0.119268118,1.09054313,3.522370802,5.759986296,0.08661392,0.252026166,0
Curryetal2021a,CebollaCreekTuff,74.86888404,13.37928797,0.995071291,0.107500777,1.117732433,3.625765837,5.682486809,0,0.223164827,0
Curryetal2021a,CebollaCreekTuff,74.64333857,13.58710211,1.029748039,0.115404645,1.124472,3.428921668,5.764874555,0.113690184,0.136192483,0.056148592
Curryetal2021a,CebollaCreekTuff,74.51571153,13.54734676,1.027667565,0.122636906,1.030531922,3.702446373,5.749931043,0.057181049,0.151386561,0.095160298
Curryetal2021a,CebollaCreekTuff,74.64346886,13.41283097,1.016075171,0.082606007,1.054716899,3.672560861,5.663195298,0.12082193,0.261869557,0.071854452
Curryetal2021a,CebollaCreekTuff,74.45941416,13.9450744,1.097826518,0.099928989,0.970907062,3.448781841,5.687276887,0.026562046,0.264228099,0
Curryetal2021a,CebollaCreekTuff,74.56752433,13.82772507,1.089931308,0.158396112,1.004878558,3.459592492,5.620507187,0.026718699,0.244619801,0
Curryetal2021a,CebollaCreekTuff,74.73295935,13.52280198,1.142554027,0.103208757,1.068162607,3.340676418,5.784813477,0.012487512,0.236515621,0.055713517
Curryetal2021a,CebollaCreekTuff,74.60188468,13.61087017,1.172871736,0.129476955,1.086237968,3.557984623,5.55803515,0.06894911,0.150635384,0.063054225
Curryetal2021a,CebollaCreekTuff,74.43801219,13.68142108,1.130315536,0.112520099,1.059990474,3.505597768,5.689936803,0.112520099,0.181886182,0.087799774
Curryetal2021a,CebollaCreekTuff,75.20098738,13.21328083,0.889241054,0.14402901,1.008734149,3.441401118,5.671938879,0.124060386,0.266283722,0.039937248
Curryetal2021a,CebollaCreekTuff,74.30972953,13.5962366,1.158668295,0.083669148,1.075639471,3.724557749,5.752253944,0,0.19529916,0.10394611
Curryetal2021a,CebollaCreekTuff,74.44463917,13.57401182,1.110349918,0.102495473,1.103658504,3.303221969,6.075379313,0.096866188,0.157088916,0.032182516
Curryetal2021a,CebollaCreekTuff,74.72637071,13.82593025,1.007730536,0.13055445,1.06776418,3.338769535,5.757237211,0.01508867,0.130447438,0
Curryetal2021a,CebollaCreekTuff,74.54780994,13.36946741,1.144009479,0.091576066,0.987341018,3.658788218,5.924258829,0.081897294,0.194851745,0
Curryetal2021a,CebollaCreekTuff,74.52985527,14.01767917,1.355186758,0.270279054,0.991962042,2.751538262,5.76306439,0.126310772,0.194015946,0
Curryetal2021a,CebollaCreekTuff,74.38886911,13.53006493,1.351946973,0.157868416,0.964056858,3.210344301,5.922714404,0.169311228,0.28204411,0.022779671
Curryetal2021a,CebollaCreekTuff,74.30539687,13.51968924,1.375242254,0.113827744,1.066130111,3.226529904,6.051065919,0.092247019,0.189254492,0.060616447
Curryetal2021a,CebollaCreekTuff,74.6310226,13.7007432,1.347364723,0.174928176,0.960337473,2.94582047,5.945201312,0.058166564,0.228702789,0.007605573
Curryetal2021a,CebollaCreekTuff,74.33087398,13.52432474,1.460373094,0.167837082,1.023848528,2.941911015,6.137799959,0.065822613,0.294085277,0.053017893
Curryetal2021a,CebollaCreekTuff,74.58549454,13.75312764,1.185317819,0.163550707,1.01741284,2.994889571,6.032259846,0,0.206668621,0.061172213
Curryetal2021a,CebollaCreekTuff,74.92364165,13.66692243,0.983465787,0.128273525,1.049249807,3.32639714,5.76008706,0.016260024,0.145702571,0
Curryetal2021a,CebollaCreekTuff,74.44274335,13.6926984,1.020515641,0.146395905,1.011259505,3.745011528,5.42601102,0.106498765,0.202464686,0.206294811
Curryetal2021a,CebollaCreekTuff,74.75942799,13.43965785,1.086461089,0.182638774,0.942692958,3.801868347,5.431240495,0.073800974,0.174651655,0.107453366
Curryetal2021a,CebollaCreekTuff,74.51936722,13.70865048,1.150884047,0.107098832,0.947289168,3.587810868,5.686947972,0.10174389,0.159148864,0.030951562
Curryetal2021a,CebollaCreekTuff,74.60776262,13.7803044,1.050054929,0.128737054,0.956941882,3.509071323,5.599581898,0.136416481,0.223556641,0.007572768
Curryetal2021a,CebollaCreekTuff,74.41892257,13.78800646,1.003395203,0.167036732,0.99655994,3.471031836,5.842013583,0.093878061,0.203669468,0.015486142
Curryetal2021a,CebollaCreekTuff,74.28282514,13.56802895,1.070935618,0.167360357,0.974402079,3.637341093,5.898679251,0.046826767,0.284693941,0.068906814
Curryetal2021a,CebollaCreekTuff,74.55019175,13.75965822,1.164385685,0.167318299,0.981458139,3.421204841,5.805356965,0.007804624,0.142514564,0
Curryetal2021a,CebollaCreekTuff,74.82385418,13.69577197,1.008030216,0.103253281,0.960095014,2.985250296,6.141697741,0.09126948,0.106249231,0.084528593
Curryetal2021a,CebollaCreekTuff,74.65604968,13.60694361,1.060270189,0.153962031,0.960950215,3.353522323,5.967769758,0.097712855,0.142712196,0
Curryetal2021a,CebollaCreekTuff,74.60119534,13.89904115,1.023347809,0.124478652,1.005503719,3.214086082,5.965945737,0.00214989,0.164144129,0
Curryetal2021a,CebollaCreekTuff,74.75858534,13.98896605,1.061826061,0.133751315,0.979335314,2.82148507,5.836812626,0.181350414,0.160243122,0.077536994
Curryetal2021a,CebollaCreekTuff,74.45160159,13.97862386,1.078768625,0.137512411,1.036215572,3.237496928,5.901123162,0.071354865,0.107194714,0
Curryetal2021a,CebollaCreekTuff,74.53553176,13.64646311,1.140461921,0.16703523,0.946743076,3.21464027,5.935528603,0.036873815,0.308752541,0.067969682
Curryetal2021a,CebollaCreekTuff,74.83190862,13.5669556,1.05394948,0.142826926,0.910908901,3.728242128,5.544291303,0.009828031,0.195706005,0.015383005
Curryetal2021a,CebollaCreekTuff,74.57989001,13.8441712,1.069254882,0.1334442,0.975578116,3.508891318,5.529162077,0.07974753,0.203090376,0.076663959
Curryetal2021a,CebollaCreekTuff,74.50442483,13.86498324,1.041515509,0.130705801,0.973302758,3.70721477,5.497269901,0.058150312,0.222326966,0
Curryetal2021a,CebollaCreekTuff,74.92391039,13.4986528,1.000688772,0.126363572,1.054236267,3.300143822,5.706055125,0.117634159,0.272315093,0
Curryetal2021a,CebollaCreekTuff,74.61830117,13.86825692,1.09905668,0.203250943,1.017005508,2.906649363,6.04926288,0.054379012,0.183837528,0
Curryetal2021a,CebollaCreekTuff,74.94299208,13.53671139,1.159054224,0.161308919,0.975219705,3.330799648,5.679440426,0.08391053,0.13045632,0
Curryetal2021a,CebollaCreekTuff,74.39222266,13.67558785,1.104566711,0.135905803,1.028910001,3.357797795,5.971779622,0.109659725,0.1623644,0.061099169
Curryetal2021a,CebollaCreekTuff,74.37588997,13.90881407,1.109505245,0.146981179,0.966150597,3.381207102,5.802450042,0,0.293429045,0.015466089
Curryetal2021a,CebollaCreekTuff,74.34152129,13.72689476,1.213363271,0.117888542,0.998358555,3.522736642,5.846243788,0.065208104,0.167677981,0
Curryetal2021a,CebollaCreekTuff,74.66829245,13.92610181,0.837063539,0.194772899,0.962954644,2.716766406,6.27851134,0.079898603,0.204506196,0.131025151
Curryetal2021a,CebollaCreekTuff,74.70027535,13.70292572,0.919578001,0.112973964,0.996254247,2.953216751,6.293036422,0.009987242,0.31164491,0
Curryetal2021a,CebollaCreekTuff,74.76712456,13.78999559,1.22051752,0.115692972,1.0600856,2.729834163,6.142126866,0.075828727,0.090886145,0.007907853
Curryetal2021a,CebollaCreekTuff,74.23062989,13.91085229,1.085777497,0.130615808,1.067394532,2.945574597,6.245908178,0.144591162,0.238548541,0
Curryetal2021a,CebollaCreekTuff,74.34988422,13.83052635,1.083103095,0.116370913,1.099959049,2.830935862,6.288567449,0.045165313,0.247004557,0.10837514
Curryetal2021a,CebollaCreekTuff,74.34134082,13.99016224,1.112196636,0.169349,0.997808988,2.668336415,6.144615329,0.159143411,0.264069628,0.152977534
Curryetal2021a,CebollaCreekTuff,74.56604094,13.64440595,1.030237661,0.172574106,0.983799925,3.442980941,5.950831257,0.022315617,0.186813596,0
Curryetal2021a,CebollaCreekTuff,74.58809401,13.80827261,0.997559864,0.119877525,0.972966873,3.15130971,5.993876239,0.126584704,0.210797068,0.030661392
Curryetal2021a,CebollaCreekTuff,74.78942315,13.5228901,1.176351806,0.114713635,0.992251459,3.286738975,5.939760304,0.067345926,0.110524654,0
Curryetal2021a,CebollaCreekTuff,74.19942723,13.87468965,0.961385818,0.129327771,0.97768408,3.682983979,5.94780746,0.11345284,0.113135341,0
Curryetal2021a,CebollaCreekTuff,74.50594462,13.63938612,1.190733303,0.134478815,0.971779663,3.170465729,6.096231082,0,0.198952044,0.091922228
Curryetal2021a,CebollaCreekTuff,74.55553635,13.66513694,1.191352454,0.118303176,1.041046615,3.09359072,6.027168127,0.1033686,0.158519856,0.045977159
Curryetal2021a,CebollaCreekTuff,74.94141178,13.77788842,1.057914345,0.096144767,1.027332584,2.832836872,5.976856581,0.026504193,0.18542205,0.077688405
Curryetal2021a,CebollaCreekTuff,74.83619534,13.33374778,1.063913026,0.186822527,0.96658953,2.926135968,6.259572913,0.116295147,0.241379421,0.069348351
Curryetal2021a,CebollaCreekTuff,75.16958731,13.23242093,1.175798181,0.123423959,0.979242042,3.452868347,5.715462202,0.053079808,0.098117222,0
Curryetal2021a,CebollaCreekTuff,74.80203393,13.7734124,1.12080074,0.089078048,0.938367188,3.796243323,5.293353366,0.059884402,0.06533816,0.061488448
Curryetal2021a,CebollaCreekTuff,74.81775025,13.64044813,1.112461508,0.11776469,0.989632828,3.523243711,5.516516148,0.084256165,0.13565027,0.062168551
Curryetal2021a,CebollaCreekTuff,74.33774342,13.77884947,1.16716211,0.139170632,1.017891241,3.7955627,5.422232429,0.211679701,0.129708305,0
Curryetal2021a,CebollaCreekTuff,75.00671422,13.58894823,0.870762682,0.150441427,0.947695389,3.777085609,5.29647982,0.113098569,0.171627346,0.077146706
Curryetal2021a,CebollaCreekTuff,74.99249968,13.47388021,1.002426793,0.154276996,1.007338033,3.747489662,5.348980971,0.072921238,0.200079648,0
Curryetal2021a,CebollaCreekTuff,74.39206571,13.77391154,1.132006278,0.166861716,0.997503007,3.77515195,5.533294144,0.023405942,0.073992978,0.131806734
Curryetal2021a,CebollaCreekTuff,74.74146119,13.70030192,1.075967166,0.137321384,0.911903132,3.586910959,5.497100227,0.103362464,0.207149414,0.038416029
Curryetal2021a,CebollaCreekTuff,74.65660195,13.40971131,1.285823427,0.146529254,0.95121819,3.952783365,5.217249012,0.119858592,0.260118647,0
Curryetal2021a,CebollaCreekTuff,74.43508132,13.90156191,1.013579518,0.155547206,0.917717782,3.789383286,5.227846063,0.182706242,0.314744243,0.06183243
Curryetal2021a,CebollaCreekTuff,74.67600251,13.38279615,1.248882537,0.157381683,1.008420455,3.672239263,5.481593302,0,0.264872301,0.107704743
Curryetal2021a,CebollaCreekTuff,74.88155187,13.47463801,1.08371398,0.134959082,0.937269019,3.754180913,5.519603099,0.112306375,0.093801347,0.007869954
Curryetal2021a,CebollaCreekTuff,75.09067654,13.30422543,1.077942194,0.10497698,0.962253277,3.44924363,5.666614535,0.037920256,0.306040033,0
Curryetal2021a,CebollaCreekTuff,74.6665875,13.72033005,1.133358639,0.141020394,0.979614601,3.742872108,5.333327678,0.026613623,0.20273007,0.053439307
Curryetal2021a,CebollaCreekTuff,74.62557541,14.00445203,1.036178168,0.177216831,0.907912083,3.814484234,5.208445895,0.038252901,0.156253377,0.031121005
Curryetal2021a,CebollaCreekTuff,74.99119231,13.5033405,1.008306535,0.154415678,1.023191264,3.576618339,5.439886576,0,0.303048799,0
Curryetal2021a,CebollaCreekTuff,74.58677642,13.90074929,1.099432627,0.115358027,1.041860624,3.520667065,5.543177932,0.012092261,0.179885755,0
Curryetal2021a,CebollaCreekTuff,74.98312017,13.44993539,0.966195038,0.140647279,0.938151869,3.580896993,5.576276342,0.01693376,0.316779954,0.031063203
Curryetal2021a,CebollaCreekTuff,74.86180688,13.75453446,1.086435481,0.077841596,0.933451373,3.8758853,5.182242183,0.104292624,0.123402142,0
Curryetal2021a,CebollaCreekTuff,74.70787238,13.53644436,1.117453861,0.060924726,0.984878226,3.797069177,5.481080084,0.113161242,0.20100869,0
Curryetal2021a,CebollaCreekTuff,74.53241154,13.59240632,1.104813153,0.15775364,0.975233646,4.107831656,5.376743006,0.05021878,0.102588257,0
Curryetal2021a,CebollaCreekTuff,74.91612826,13.73909238,1.026517199,0.160557543,0.928809836,3.732399804,5.266115816,0.023381125,0.168172497,0.038825538
Curryetal2021a,CebollaCreekTuff,74.47058099,13.64429053,1.051432056,0.129955921,0.990886868,3.805697518,5.557183308,0.172661902,0.177202791,0
Curryetal2021a,CebollaCreekTuff,74.96224693,13.68282299,0.989151857,0.118164987,0.913219121,3.679324967,5.460331545,0.110806337,0.053003609,0.030821012
Curryetal2021a,CebollaCreekTuff,74.69142178,13.76121124,1.012239839,0.199478387,0.997391933,3.60438293,5.422713423,0.006885985,0.249939748,0.054227134
Curryetal2021a,CebollaCreekTuff,74.32289322,13.76192194,1.120218318,0.154329364,0.981641192,4.012563475,5.332345625,0.139960768,0.158586726,0.015432936
Curryetal2021a,CebollaCreekTuff,74.6189811,13.55350486,1.053971764,0.130732626,1.008935708,3.841938386,5.4747622,0.090072111,0.1503692,0.076732047
Curryetal2021a,CebollaCreekTuff,74.61892983,13.99437248,0.960996535,0.097407638,0.896341684,3.487959097,5.487155165,0.164720995,0.215338938,0.076671296
Curryetal2021a,CebollaCreekTuff,75.10555111,13.15187433,1.09107429,0.080017174,0.96909689,3.545476427,5.757333281,0.01095086,0.210776947,0.077848687
Curryetal2021a,CebollaCreekTuff,74.92650364,13.51644878,1.036583661,0.139358135,0.955076357,3.397929844,5.806588973,0,0.221510616,0
Curryetal2021a,CebollaCreekTuff,74.89496179,13.34139709,1.078917611,0.096892828,0.980534124,3.715999668,5.589970847,0.061755868,0.239570179,0
Curryetal2021a,CebollaCreekTuff,74.3113759,13.6531772,1.200002996,0.204048659,1.037791267,3.712893799,5.52119078,0.123156794,0.167240721,0.069121885
Curryetal2021a,CebollaCreekTuff,74.34630124,13.74406518,1.165518119,0.093160162,0.933847729,3.700736618,5.572496468,0.116904772,0.25734024,0.069522509
Curryetal2021a,CebollaCreekTuff,74.57176452,14.02021728,1.185316543,0.129745694,0.929346214,3.531729011,5.388287464,0.022940234,0.22054634,0
Curryetal2021a,CebollaCreekTuff,74.552705,13.46237966,1.136233337,0.166793363,0.972518909,3.917679884,5.520849701,0.116362524,0.093217424,0.061260198
Curryetal2021a,CebollaCreekTuff,74.71146579,13.54605659,1.104393235,0.12072963,0.969893382,3.746781611,5.422692474,0.141224845,0.236655693,0
Curryetal2021a,CebollaCreekTuff,74.47286161,13.68304188,0.989487627,0.138323502,1.009857549,3.764702871,5.567067702,0.097583658,0.261502874,0.015464077
Curryetal2021a,CebollaCreekTuff,74.78299482,13.49210754,1.227098642,0.10855596,0.947116062,3.778644043,5.390438536,0.069595365,0.203449027,0
Curryetal2021a,CebollaCreekTuff,74.78053887,13.74240903,1.024687103,0.138494371,0.924401766,3.778092203,5.351405386,0.138815456,0.090117667,0.030931123
Curryetal2021a,CebollaCreekTuff,74.51438618,13.96809742,1.274066292,0.121671455,0.951074139,3.687663479,5.134856996,0.106770722,0.241306119,0
Curryetal2021a,CebollaCreekTuff,74.43907349,13.67270003,1.124991887,0.155028202,0.971878927,3.809203589,5.522281181,0.073204806,0.223976915,0.007660968
Curryetal2021a,CebollaCreekTuff,74.53257733,13.88845726,1.055458453,0.168140351,0.977871701,3.536412727,5.390350308,0.066977514,0.290843156,0.092804043
Curryetal2021a,CebollaCreekTuff,74.81179757,13.56337037,1.200656842,0.157173018,0.912861743,3.540124971,5.502121942,0.056727304,0.231920838,0.023138769
Curryetal2021a,CebollaCreekTuff,74.70076152,13.77254973,1.120618937,0.084075987,0.904945754,3.59096925,5.526222139,0.083968473,0.176968125,0.038812572
Curryetal2021a,CebollaCreekTuff,74.69515121,13.78938186,1.018153353,0.119550635,0.968136183,3.561990363,5.545613739,0.015037145,0.187164464,0.099821047
Curryetal2021a,CebollaCreekTuff,74.32628068,13.86580305,1.159665848,0.105843369,0.93532509,3.924890886,5.426215268,0.101446633,0.138872505,0.015549431
Curryetal2021a,CebollaCreekTuff,74.74641903,13.63211911,1.03606247,0.183760537,0.950071962,3.683777671,5.525666507,0.041870845,0.200144781,0
Curryetal2021a,CebollaCreekTuff,74.3869725,13.86676581,1.063296765,0.095187121,0.955717156,3.984825613,5.405688365,0.015490609,0.187382952,0.038566275
Curryetal2021a,CebollaCreekTuff,74.29880503,13.60009736,1.153873252,0.196422128,0.976986586,4.0885693,5.380258295,0,0.304988055,0
Curryetal2021a,CebollaCreekTuff,74.25361321,13.8409933,1.153166528,0.173600712,1.001386239,3.872055313,5.43371298,0.115626845,0.155737915,0
Curryetal2021a,CebollaCreekTuff,74.63764115,13.39867754,1.043334423,0.149062942,0.993434436,3.609786343,5.701339018,0.168598256,0.190787825,0.107231888
Curryetal2021a,CebollaCreekTuff,74.80646499,13.72164301,1.029764424,0.146193206,0.915737998,3.473157303,5.450185306,0.112316564,0.298264063,0.046166276
Curryetal2021a,CebollaCreekTuff,74.92816353,13.77890843,1.072465505,0.121849198,0.973081918,3.594497851,5.263371853,0.141533353,0.110723371,0.015404991
Curryetal2021a,CebollaCreekTuff,75.10300025,13.69031475,1.06982491,0.064792213,0.93184548,3.627072382,5.295310421,0.020879883,0.119252113,0.077599976
Curryetal2021a,CebollaCreekTuff,74.6820491,13.69010844,1.142051681,0.122389356,0.968231052,3.510557816,5.527261242,0.103502768,0.191960289,0.061781549
Curryetal2021a,CebollaCreekTuff,74.72760788,13.55285614,1.136453445,0.118974639,0.982021373,3.737982387,5.382694637,0.052224954,0.27799909,0.031078654
Curryetal2021a,CebollaCreekTuff,75.30221317,13.49889093,1.07947931,0.1484878,1.031855223,3.61770277,5.226770569,0.02872564,0.057775253,0.007991343
Curryetal2021a,CebollaCreekTuff,74.62550834,13.82310491,1.139443246,0.141119778,0.967510354,3.455776228,5.445789784,0.141119778,0.245221025,0.015406557
Curryetal2021a,CebollaCreekTuff,74.79467398,13.60677485,1.078427406,0.082513697,0.978665684,3.822247396,5.376698984,0.121587926,0.138410073,0
Curryetal2021a,CebollaCreekTuff,75.06707042,13.59754295,0.923337916,0.142018782,0.98884354,3.647594854,5.406642076,0.049965574,0.176983892,0
Curryetal2021a,CebollaCreekTuff,74.53889478,13.72572155,0.989161226,0.182396221,0.982882899,3.301533968,6.072657562,0.0580204,0.148623152,0
Curryetal2021a,CebollaCreekTuff,74.65249728,13.89903884,1.07714876,0.119516754,0.967689817,3.327637474,5.670893444,0.035844326,0.249733308,0
Curryetal2021a,CebollaCreekTuff,74.63869134,13.59792541,1.167922601,0.143795384,0.960634541,3.747459758,5.556947469,0.039723073,0.138870152,0.007923201
Curryetal2021a,CebollaCreekTuff,74.27098764,13.60673544,1.244898809,0.130833995,1.015699011,3.407024023,5.87417935,0.031827372,0.18733292,0.230374634
Curryetal2021a,CebollaCreekTuff,74.46452032,13.8291252,1.144306921,0.108930955,0.917615646,3.436005723,5.723130276,0.105845997,0.247541341,0.022871246
Curryetal2021a,CebollaCreekTuff,74.47962125,13.64754424,1.144172023,0.078711418,0.999127192,3.850934963,5.501335661,0.162712582,0.105160147,0.030574731
Curryetal2021a,CebollaCreekTuff,74.43908239,13.95799746,1.239722982,0.111621131,0.996234661,3.213660198,5.570344344,0.080127261,0.282909219,0.108300349
Curryetal2021a,CebollaCreekTuff,75.25432611,13.36500582,1.017507548,0.147055687,1.15836821,3.026422292,5.778638537,0.068957743,0.183616493,0
Curryetal2021a,CebollaCreekTuff,74.98218599,13.68973607,0.94940004,0.129036737,1.19961289,3.123832391,5.584105614,0.074216541,0.203661622,0.064110024
Curryetal2021a,CebollaCreekTuff,75.18881784,13.20469013,1.455796582,0.238873665,1.08989954,2.593778418,5.761673797,0.185050199,0.168441816,0.112978016
Curryetal2021a,RatCreekTuff,76.0288363,13.20659436,0.559332002,0.05475905,0.619286407,3.013306345,6.275989767,0.052680907,0.189214857,0
Curryetal2021a,RatCreekTuff,76.1812552,13.00958978,0.428124349,0.01254311,0.603002261,3.120228305,6.437414544,0.016482269,0.191256519,0
Curryetal2021a,RatCreekTuff,75.76435956,13.19520567,0.560538924,0,0.585653044,3.252484394,6.42262741,0.040141421,0.178886642,0
Curryetal2021a,RatCreekTuff,76.13286426,13.05430363,0.694712386,0.052651668,0.547515286,2.989456219,6.278892474,0.055858351,0.193642285,0
Curryetal2021a,RatCreekTuff,76.20137041,13.12294184,0.585295528,0.043743139,0.488054324,3.090771122,6.273957327,0.039738486,0.122398644,0.031626495
Curryetal2021a,RatCreekTuff,76.32623509,12.85797179,0.571727867,0.043749968,0.559095834,3.132333383,6.203047093,0.026701858,0.227787392,0.051247028
Curryetal2021a,RatCreekTuff,75.73312348,13.13622843,0.554754608,0.058303541,0.530879871,3.237947101,6.465647533,0.039347205,0.126956217,0.116709549
Curryetal2021a,RatCreekTuff,75.33522472,13.67948099,0.555851514,0.01889317,0.595289716,2.993999612,6.48355778,0.101692745,0.191099768,0.044806753
Curryetal2021a,RatCreekTuff,75.83006159,13.57412778,0.350656206,0,0.671030856,2.859924675,6.550489236,0.03259473,0.131009785,0
Curryetal2021a,RatCreekTuff,75.96722109,13.47572719,0.360040087,0.039592037,0.52335724,2.886919368,6.495568579,0.064646373,0.152594309,0.034230615
Curryetal2021a,RatCreekTuff,75.62918011,13.42136548,0.407357738,0,0.55657931,2.958703573,6.796442266,0.084794729,0.123493714,0.021975878
Curryetal2021a,RatCreekTuff,76.55105311,12.92884942,0.53228022,0.008278552,0.535959576,2.820839874,6.387771455,0.060811584,0.174053997,0
Curryetal2021a,RatCreekTuff,76.6927126,12.9341445,0.597922338,0,0.498405267,2.75696107,6.323587288,0.022035191,0.174129251,0
Curryetal2021a,RatCreekTuff,77.00788078,12.67101783,0.449570576,0.01452207,0.503056794,2.689651082,6.412209993,0.07056499,0.157901949,0.023521663
Curryetal2021a,RatCreekTuff,76.62409885,12.49737728,0.453144511,0.043389427,0.516497149,2.953740352,6.60008189,0.055408095,0.192196829,0.063963757
Curryetal2021a,RatCreekTuff,76.50186624,13.03845366,0.413484663,0.033342218,0.513202592,2.510957138,6.740479202,0.092514363,0.120299545,0.035400379
Curryetal2021a,RatCreekTuff,76.55122218,12.90396759,0.428797714,0.029051892,0.560917095,3.038643123,6.344194087,0.028435951,0.114667715,0
Curryetal2021a,RatCreekTuff,76.31497966,13.2560612,0.430101551,0.125150391,0.644895027,2.912628354,6.051680113,0.029435043,0.180829965,0.054238698
Curryetal2021a,RatCreekTuff,76.38697807,13.46012477,0.277313478,0,0.538713003,2.854244611,6.170507234,0.050924652,0.16109028,0.100001232
Curryetal2021a,RatCreekTuff,76.75886721,13.08012588,0.495613334,0.075617857,0.486174068,2.842152651,5.964371438,0.096985866,0.166794944,0.033296752
Curryetal2021a,RatCreekTuff,76.55458452,12.99580546,0.743441229,0.053713148,0.485660832,2.456068411,6.375099311,0.108814509,0.156761236,0.070051343
Curryetal2021a,RatCreekTuff,76.41637658,12.95265039,0.685446589,0.063591548,0.524071052,2.556444157,6.572191853,0.081699695,0.131763393,0.01565822
Curryetal2021a,RatCreekTuff,76.04771166,13.28252241,0.757630862,0.003162505,0.468683291,2.667046167,6.504219309,0.134511894,0.134511894,0
Curryetal2021a,RatCreekTuff,76.06896721,13.06536198,0.765804985,0.01737075,0.505670005,2.73882384,6.575308597,0.155590771,0.106995297,0
Curryetal2021a,RatCreekTuff,76.32648826,12.95282753,0.778453169,0.038505515,0.511481596,2.620514241,6.567329568,0.074978795,0.082679898,0.046634458
Curryetal2021a,RatCreekTuff,76.56216677,13.10513969,0.732778844,0.065472382,0.439112817,2.559181062,6.376626146,0.005651525,0.107165707,0.046598422
Curryetal2021a,RatCreekTuff,75.8816534,13.11952736,0.763683455,0.057345031,0.502879948,2.951893656,6.422220247,0.075966296,0.224724807,0
Curryetal2021a,RatCreekTuff,76.31275413,12.7946991,0.721714235,0.082826612,0.49462951,2.78560088,6.503265932,0.045332212,0.204842285,0.054229188
Curryetal2021a,RatCreekTuff,76.28696459,12.85771118,0.752579234,0.076276356,0.518445829,2.832515581,6.333377536,0.085718075,0.225328206,0.030977324
Curryetal2021a,RatCreekTuff,76.31564604,13.123598,0.69775221,0.047450143,0.542043071,2.522124698,6.433555373,0.194395967,0.115633005,0.007694618
Curryetal2021a,RatCreekTuff,76.32021797,12.72537864,0.7988888,0.013569463,0.508374068,3.002377327,6.346662393,0.127360633,0.157063867,0
Curryetal2021a,RatCreekTuff,76.38220976,13.25116411,0.750581526,0.075418296,0.486829339,2.37271044,6.397844223,0.106666045,0.114610388,0.061859951
Curryetal2021a,RatCreekTuff,76.74818873,12.71138543,0.723333284,0.068462328,0.482648746,2.45270021,6.504987513,0.081365663,0.22682145,0
Curryetal2021a,RatCreekTuff,76.64276478,12.97327335,0.767923742,0.122465991,0.504931767,2.308259508,6.518695833,0.075339026,0.078544942,0.007694198
Curryetal2021a,RatCreekTuff,76.82774917,12.90629134,0.725256521,0.061106902,0.458462289,2.247364163,6.699285552,0,0.074484069,0
Curryetal2021a,RatCreekTuff,76.6221497,12.71710408,0.765582447,0.065822197,0.549370376,2.375137529,6.47571129,0.188093851,0.209928075,0.030993947
Curryetal2021a,RatCreekTuff,76.25740831,13.23168511,0.773618186,0.026442132,0.47956894,2.453065216,6.477791264,0.149095392,0.143573341,0.007645918
Curryetal2021a,RatCreekTuff,76.40046175,12.65339305,0.829938824,0.028272759,0.504855446,2.805937919,6.518737904,0.068814827,0.189587516,0
Curryetal2021a,RatCreekTuff,76.23457512,13.04753425,0.714001874,0.062793915,0.472707491,2.677507028,6.545017181,0.073312692,0.172550453,0
Curryetal2021a,RatCreekTuff,76.27912887,12.94087123,0.71503079,0.013978683,0.430479882,2.859275968,6.565744815,0.056126528,0.13925733,0
Curryetal2021a,RatCreekTuff,76.26412595,12.93499391,0.734229134,0.121232189,0.493473756,2.702356284,6.547606332,0.061524001,0.140351627,0
Curryetal2021a,RatCreekTuff,75.7314458,13.45384666,0.752922677,0.031492284,0.512338763,2.581510387,6.619806719,0.109687412,0.206842181,0
Curryetal2021a,RatCreekTuff,76.47502403,12.95915679,0.809227346,0.07028876,0.470689374,2.410509823,6.538241245,0.164255979,0.094713837,0.00778616
