DataSource,Eruption,SiO2_wt,TiO2_wt,Al2O3_wt,FeO_wt,MnO_wt,MgO_wt,CaO_wt,Na2O_wt,Total
Sliwinskietal2017,MasonicParkTuff,47.67,0.4998,1.3624,15,0.5688,13.6,18.91,0.353,97.964
Sliwinskietal2017,MasonicParkTuff,71.49,0.0764,15.17,3.11,0.0114,0.7657,3.4,5.3,99.3235
Sliwinskietal2017,MasonicParkTuff,52.71,0.2253,1.1845,8.53,0.7298,14.53,21.38,0.3697,99.6593
Sliwinskietal2017,MasonicParkTuff,52.43,0.2153,1.5855,9.01,0.6776,14.46,21.05,0.4412,99.8696
Sliwinskietal2017,MasonicParkTuff,51.53,0.4062,2.3942,9.34,0.6312,13.99,21.16,0.4511,99.9027
Sliwinskietal2017,MasonicParkTuff,52.8,0.2024,0.9981,8.36,0.7039,14.84,21.72,0.341,99.9654
Sliwinskietal2017,MasonicParkTuff,52.67,0.1986,1.5664,9.04,0.6824,14.48,20.98,0.4015,100.0189
Sliwinskietal2017,MasonicParkTuff,52.88,0.1936,1.2502,8.79,0.6999,14.63,21.21,0.3787,100.0324
Sliwinskietal2017,MasonicParkTuff,52.44,0.249,1.4736,8.86,0.6772,14.66,21.3,0.375,100.0348
Sliwinskietal2017,MasonicParkTuff,53.17,0.1817,0.9195,8.07,0.703,14.97,21.77,0.329,100.1132
Sliwinskietal2017,MasonicParkTuff,52.54,0.2233,1.4425,9.08,0.7435,14.51,21.17,0.41,100.1193
Sliwinskietal2017,MasonicParkTuff,51.95,0.326,2.0938,9.01,0.5898,14.29,21.47,0.4044,100.134
Sliwinskietal2017,MasonicParkTuff,53.09,0.2087,0.9392,8.38,0.6835,14.85,21.66,0.323,100.1344
Sliwinskietal2017,MasonicParkTuff,52.78,0.1925,1.1076,8.96,0.8157,14.23,21.61,0.4572,100.153
Sliwinskietal2017,MasonicParkTuff,53.22,0.2141,0.9648,8.27,0.656,14.9,21.59,0.3438,100.1587
Sliwinskietal2017,MasonicParkTuff,53.15,0.2343,1.196,8.49,0.6719,14.8,21.34,0.3761,100.2583
Sliwinskietal2017,MasonicParkTuff,53.44,0.184,0.9089,8.11,0.6609,14.91,21.75,0.3189,100.2827
Sliwinskietal2017,MasonicParkTuff,52.36,0.2396,1.6254,9.25,0.6767,14.55,21.17,0.4213,100.293
Sliwinskietal2017,MasonicParkTuff,53,0.1742,1.168,8.75,0.7088,14.93,21.24,0.3495,100.3205
Sliwinskietal2017,MasonicParkTuff,52.82,0.2548,1.5208,8.98,0.6948,14.4,21.21,0.4587,100.3391
Sliwinskietal2017,MasonicParkTuff,53.18,0.1659,0.9714,8.42,0.7004,15.04,21.54,0.3369,100.3546
Sliwinskietal2017,MasonicParkTuff,53.19,0.1726,0.9682,8.53,0.7099,14.89,21.55,0.3722,100.3829
Sliwinskietal2017,MasonicParkTuff,53.24,0.1929,1.0122,8.31,0.6241,15.07,21.65,0.3255,100.4247
Sliwinskietal2017,MasonicParkTuff,53.2,0.2055,0.9992,8.29,0.6684,14.96,21.77,0.3398,100.4329
Sliwinskietal2017,MasonicParkTuff,53.35,0.1952,0.8956,8.2,0.6139,15.21,21.76,0.284,100.5087
Sliwinskietal2017,MasonicParkTuff,53.17,0.1806,0.9106,8.33,0.6831,15.27,21.72,0.3091,100.5734
Sliwinskietal2017,MasonicParkTuff,51.33,0.4631,2.9608,9.62,0.6105,13.85,21.37,0.4765,100.6809
Sliwinskietal2017,MasonicParkTuff,53.43,0.2062,0.9017,8.38,0.6686,15.14,21.77,0.2841,100.7806
Sliwinskietal2017,MasonicParkTuff,53.01,0.1909,1.1833,9.07,0.822,14.53,21.73,0.4164,100.9526
Sliwinskietal2017,MasonicParkTuff,53.04,0.1958,1.4297,8.95,0.6892,14.76,21.48,0.4144,100.9591
Sliwinskietal2017,MasonicParkTuff,53.64,0.2346,0.9838,8.16,0.6942,15.06,21.92,0.337,101.0296
Sliwinskietal2017,MasonicParkTuff,53.68,0.216,0.921,8.36,0.6887,15.21,21.86,0.3057,101.2414
Sliwinskietal2017,MasonicParkTuff,58.84,0.1729,1.3621,8.2,0.4878,13.02,19.37,0.4376,101.8904
Sliwinskietal2017,MasonicParkTuff,51.33,0.1585,0.9087,8.13,0.7729,14.31,21.35,0.346,97.3061
Sliwinskietal2017,MasonicParkTuff,51.87,0.1698,0.9999,8.58,0.7927,14.34,20.96,0.3656,98.078
Sliwinskietal2017,MasonicParkTuff,52.67,0.1538,0.9221,8.33,0.7713,14.57,21.59,0.3516,99.3588
Sliwinskietal2017,MasonicParkTuff,52.88,0.1726,0.8794,8.38,0.8081,14.71,21.34,0.3513,99.5214
Sliwinskietal2017,MasonicParkTuff,52.93,0.1852,0.8872,8.27,0.7871,14.65,21.54,0.3444,99.5939
Sliwinskietal2017,MasonicParkTuff,52.54,0.1934,1.0284,8.62,0.7177,14.72,21.46,0.3966,99.6761
Sliwinskietal2017,MasonicParkTuff,52.69,0.1871,1.12,8.76,0.8378,14.4,21.3,0.3879,99.6828
Sliwinskietal2017,MasonicParkTuff,52.95,0.1654,0.9545,8.31,0.7788,14.69,21.53,0.3452,99.7239
Sliwinskietal2017,MasonicParkTuff,52.83,0.1587,0.8998,8.36,0.7664,14.73,21.63,0.3563,99.7312
Sliwinskietal2017,MasonicParkTuff,52.68,0.172,1.1239,8.79,0.7162,14.56,21.32,0.4009,99.763
Sliwinskietal2017,MasonicParkTuff,52.68,0.1844,1.1031,8.87,0.7344,14.53,21.29,0.3882,99.7801
Sliwinskietal2017,MasonicParkTuff,52.69,0.2024,1.1581,8.88,0.8435,14.43,21.2,0.3776,99.7816
Sliwinskietal2017,MasonicParkTuff,52.56,0.1898,1.1534,9.13,0.8433,14.44,21.09,0.4,99.8065
Sliwinskietal2017,MasonicParkTuff,53.14,0.1712,0.8177,7.81,0.8063,14.87,21.87,0.328,99.8132
Sliwinskietal2017,MasonicParkTuff,52.86,0.1981,0.89,8.3,0.7589,14.74,21.77,0.331,99.848
Sliwinskietal2017,MasonicParkTuff,52.81,0.1655,1.1079,8.86,0.7153,14.52,21.3,0.4173,99.896
Sliwinskietal2017,MasonicParkTuff,53,0.1722,1.0012,8.63,0.8343,14.56,21.34,0.3588,99.8965
Sliwinskietal2017,MasonicParkTuff,52.75,0.2236,1.1795,8.57,0.7024,14.53,21.58,0.365,99.9005
Sliwinskietal2017,MasonicParkTuff,52.89,0.1784,1.1092,8.8,0.7584,14.51,21.27,0.3892,99.9052
Sliwinskietal2017,MasonicParkTuff,52.83,0.1563,1.039,8.69,0.7777,14.5,21.54,0.409,99.942
Sliwinskietal2017,MasonicParkTuff,53.12,0.1616,0.9201,8.42,0.7809,14.61,21.61,0.3512,99.9738
Sliwinskietal2017,MasonicParkTuff,52.82,0.191,1.087,8.67,0.7134,14.67,21.46,0.3802,99.9916
Sliwinskietal2017,MasonicParkTuff,52.88,0.1521,1.0022,8.59,0.848,14.56,21.57,0.4115,100.0138
Sliwinskietal2017,MasonicParkTuff,52.99,0.1715,1.0202,8.56,0.8083,14.55,21.54,0.3897,100.0297
Sliwinskietal2017,MasonicParkTuff,52.97,0.1752,1.0041,8.62,0.8586,14.71,21.48,0.3972,100.2151
Sliwinskietal2017,MasonicParkTuff,53.12,0.1457,0.9412,8.55,0.8174,14.66,21.64,0.3571,100.2314
Sliwinskietal2017,MasonicParkTuff,52.97,0.2359,1.2033,8.35,0.6851,14.7,21.72,0.3798,100.2441
Sliwinskietal2017,MasonicParkTuff,53.24,0.1597,1.0185,8.68,0.8349,14.57,21.7,0.3915,100.5946
Sliwinskietal2017,MasonicParkTuff,53.26,0.1667,1.0085,8.62,0.8395,14.71,21.68,0.4164,100.7011
Sliwinskietal2017,MasonicParkTuff,53.18,0.1928,1.127,9.04,0.7521,14.56,21.55,0.4214,100.8233
Sliwinskietal2017,MasonicParkTuff,52.06,0.1633,0.9453,8.19,2.0481,14.22,21.66,0.3789,99.6656
Sliwinskietal2017,MasonicParkTuff,52.81,0.1761,1.2604,8.29,2.0484,14.51,20.81,0.3722,100.2771
Sliwinskietal2017,MasonicParkTuff,52.51,0.1679,1.1785,8.44,2.2359,14.36,21.02,0.4248,100.3371
Sliwinskietal2017,MasonicParkTuff,52.3,0.2183,1.2078,8.55,2.2574,14.53,20.99,0.3807,100.4342
Sliwinskietal2017,MasonicParkTuff,53.2,0.1396,0.9921,8.19,2.1549,14.46,21.24,0.3452,100.7218
Sliwinskietal2017,MasonicParkTuff,52.83,0.1977,1.1783,8.48,2.1908,14.43,21.06,0.3719,100.7387
Sliwinskietal2017,MasonicParkTuff,52.41,0.144,0.927,8.23,0.7186,14.23,22.35,0.4014,99.411
Sliwinskietal2017,MasonicParkTuff,52.14,0.1575,0.8893,8.16,0.7471,14.31,22.44,0.3819,99.2258
Sliwinskietal2017,MasonicParkTuff,52.42,0.1789,0.8712,8.17,0.7549,14.43,22.36,0.3492,99.5342
Sliwinskietal2017,MasonicParkTuff,52.04,0.1705,0.8956,8.28,0.8067,14.34,22.44,0.3744,99.3472
Sliwinskietal2017,MasonicParkTuff,52.12,0.1591,0.9218,8.26,0.7152,14.21,22.47,0.3736,99.2297
Sliwinskietal2017,MasonicParkTuff,51.99,0.1648,1.0581,8.3,0.7252,14.25,22.22,0.3824,99.0905
Sliwinskietal2017,MasonicParkTuff,52.07,0.1513,0.9127,8.02,0.7829,14.6,22.46,0.3373,99.3342
Sliwinskietal2017,MasonicParkTuff,52.07,0.1482,0.7958,8.07,0.7779,14.61,22.42,0.2826,99.1745
Sliwinskietal2017,MasonicParkTuff,52.03,0.1485,0.7853,7.86,0.7574,14.61,22.3,0.3221,98.8133
Sliwinskietal2017,MasonicParkTuff,51.73,0.1715,0.8782,8.09,0.8303,14.39,22.37,0.3276,98.7876
Sliwinskietal2017,MasonicParkTuff,52.11,0.1684,0.9174,8.22,0.8429,14.28,22.18,0.3458,99.0645
Sliwinskietal2017,MasonicParkTuff,52.13,0.1972,1.1271,8.67,0.8023,14.42,21.7,0.3844,99.431
Sliwinskietal2017,MasonicParkTuff,51.74,0.1773,1.1769,9.05,0.7702,14.3,21.46,0.4533,99.1277
Sliwinskietal2017,MasonicParkTuff,52.03,0.1816,1.2372,8.93,0.7502,14.33,21.49,0.4295,99.3785
Sliwinskietal2017,MasonicParkTuff,51.38,0.1958,1.2118,9.15,0.7622,14.41,21.55,0.4249,99.0847
Sliwinskietal2017,MasonicParkTuff,51.45,0.2167,1.3073,8.96,0.6614,14.33,21.43,0.3972,98.7526
Sliwinskietal2017,MasonicParkTuff,51.87,0.1739,1.242,8.8,0.6136,14.33,21.51,0.4352,98.9747
Sliwinskietal2017,MasonicParkTuff,51.86,0.1727,1.2112,8.87,0.6622,14.39,21.76,0.421,99.3471
Sliwinskietal2017,MasonicParkTuff,51.58,0.1626,1.1812,8.9,0.7524,14.16,21.64,0.4277,98.8039
Sliwinskietal2017,MasonicParkTuff,51.53,0.1965,1.1856,8.9,0.6944,14.37,21.58,0.4295,98.886
Sliwinskietal2017,MasonicParkTuff,52,0.2058,1.2686,8.31,0.7185,14.75,21.73,0.3562,99.3391
Sliwinskietal2017,MasonicParkTuff,51.41,0.2985,1.521,8.73,0.6232,14.46,21.6,0.3978,99.0405
Sliwinskietal2017,MasonicParkTuff,51.6,0.2721,1.9283,8.49,0.49,13.93,20.82,0.4623,97.9927
Sliwinskietal2017,MasonicParkTuff,67.39,0.1006,16.13,1.8979,0,0.8158,1.5343,3.75,91.6186
Sliwinskietal2017,MasonicParkTuff,51.3,0.1946,1.1298,8.88,0.5675,14.49,21.37,0.4312,98.3631
Sliwinskietal2017,MasonicParkTuff,51.42,0.1756,1.1293,8.8,0.6845,14.63,21.74,0.4174,98.9968
Sliwinskietal2017,MasonicParkTuff,51.51,0.187,1.1322,8.96,0.6042,14.47,21.68,0.4173,98.9607
Sliwinskietal2017,MasonicParkTuff,51.47,0.1975,1.1395,8.8,0.6322,14.48,21.53,0.4311,98.6803
Sliwinskietal2017,MasonicParkTuff,51.1,0.1922,1.1311,8.8,0.602,14.5,21.51,0.4086,98.2439
Sliwinskietal2017,MasonicParkTuff,51.34,0.1644,1.1302,8.67,0.6328,14.61,21.57,0.3802,98.4976
Sliwinskietal2017,MasonicParkTuff,51.64,0.2072,1.1468,8.93,0.6281,14.49,21.48,0.3881,98.9102
Sliwinskietal2017,MasonicParkTuff,51.58,0.1969,1.2931,8.99,0.6654,14.38,21.47,0.4162,98.9916
Sliwinskietal2017,MasonicParkTuff,51.16,0.2691,1.5054,9.06,0.6408,14.4,21.35,0.3826,98.7679
Sliwinskietal2017,MasonicParkTuff,50.88,0.2868,1.4559,8.96,0.6977,14.33,21.42,0.3877,98.4181
Sliwinskietal2017,MasonicParkTuff,51.35,0.2445,1.3138,8.78,0.7647,14.42,21.68,0.4155,98.9685
Sliwinskietal2017,MasonicParkTuff,51.5,0.1935,1.1402,8.56,0.6976,14.64,21.72,0.3812,98.8325
Sliwinskietal2017,MasonicParkTuff,51.68,0.1673,1.0035,8.49,0.7411,14.6,21.9,0.3625,98.9444
Sliwinskietal2017,MasonicParkTuff,51.72,0.1859,0.999,8.44,0.73,14.54,21.72,0.3546,98.6895
Sliwinskietal2017,MasonicParkTuff,51.58,0.1744,1.0762,8.59,0.721,14.56,21.66,0.3449,98.7065
Sliwinskietal2017,MasonicParkTuff,51.66,0.1755,1.0662,8.37,0.6989,14.59,22,0.3704,98.931
Sliwinskietal2017,MasonicParkTuff,51.56,0.2079,1.0806,8.37,0.7145,14.67,21.73,0.3339,98.6669
Sliwinskietal2017,MasonicParkTuff,51.57,0.2391,1.2833,8.77,0.6505,14.66,21.49,0.3924,99.0553
Sliwinskietal2017,MasonicParkTuff,51.33,0.2029,1.2177,8.72,0.6896,14.56,21.48,0.3705,98.5707
Sliwinskietal2017,MasonicParkTuff,51.53,0.2026,1.1663,8.6,0.6351,14.65,21.72,0.4004,98.9044
Sliwinskietal2017,MasonicParkTuff,51.16,0.1851,1.1856,8.68,0.6657,14.6,21.73,0.3747,98.5811
Sliwinskietal2017,MasonicParkTuff,51.51,0.1928,1.1614,8.53,0.6335,14.59,21.49,0.3762,98.4839
Sliwinskietal2017,MasonicParkTuff,51.56,0.1732,1.1912,8.75,0.6935,14.47,21.51,0.3758,98.7237
Sliwinskietal2017,MasonicParkTuff,51.73,0.2011,1.1622,8.7,0.6796,14.58,21.56,0.3869,98.9998
Sliwinskietal2017,MasonicParkTuff,51.27,0.1988,1.1132,8.47,0.7489,14.68,21.86,0.3884,98.7293
Sliwinskietal2017,MasonicParkTuff,51.43,0.1876,1.055,8.34,0.6972,14.69,21.82,0.3617,98.5815
Sliwinskietal2017,MasonicParkTuff,52.06,0.1645,0.9735,8.33,0.7681,14.48,21.94,0.3897,99.1058
Sliwinskietal2017,MasonicParkTuff,52.07,0.1892,1.0294,8.47,0.8126,14.49,21.95,0.3929,99.4041
Sliwinskietal2017,MasonicParkTuff,51.85,0.1596,1.0569,8.61,0.8168,14.35,21.6,0.3739,98.8172
Sliwinskietal2017,MasonicParkTuff,51.6,0.1873,1.0979,8.41,0.8092,14.37,21.43,0.3861,98.2905
Sliwinskietal2017,MasonicParkTuff,51.33,0.2006,1.0914,8.61,0.8078,14.33,21.58,0.3708,98.3206
Sliwinskietal2017,MasonicParkTuff,51.26,0.197,1.0972,8.54,0.7739,14.58,21.7,0.3613,98.5094
Sliwinskietal2017,MasonicParkTuff,51.8,0.2204,1.2188,8.49,0.6859,14.6,21.64,0.3816,99.0367
Sliwinskietal2017,MasonicParkTuff,51.83,0.2176,1.2297,8.56,0.6736,14.59,21.71,0.378,99.1889
Sliwinskietal2017,MasonicParkTuff,51.4,0.1985,1.162,8.55,0.6535,14.64,21.8,0.3742,98.7782
Sliwinskietal2017,MasonicParkTuff,51.52,0.2045,1.1507,8.47,0.6307,14.8,21.74,0.3388,98.8547
Sliwinskietal2017,MasonicParkTuff,51.67,0.2015,1.1772,8.62,0.7343,14.7,21.53,0.337,98.97
Sliwinskietal2017,MasonicParkTuff,50.86,0.3154,1.5741,9.13,0.7137,14.7,21.15,0.347,98.7902
Sliwinskietal2017,MasonicParkTuff,50.85,0.2587,1.3215,8.65,0.6829,14.61,21.48,0.3605,98.2136
Sliwinskietal2017,MasonicParkTuff,51.11,0.2127,1.1699,8.15,0.632,14.61,21.63,0.3773,97.8919
Sliwinskietal2017,MasonicParkTuff,51.64,0.194,1.188,8.51,0.5916,14.56,21.46,0.3663,98.5099
Sliwinskietal2017,MasonicParkTuff,63.85,0.1665,5.75,5.04,0.2299,6.64,10.93,1.2676,93.874
Sliwinskietal2017,MasonicParkTuff,50.47,0.1457,0.9762,8.57,0.6735,14.37,22.2,0.3879,97.7933
Sliwinskietal2017,MasonicParkTuff,50.42,0.183,1.1302,8.75,0.6873,14.38,22.02,0.3924,97.9629
Sliwinskietal2017,MasonicParkTuff,50.22,0.2058,1.1117,8.72,0.6617,14.42,22.05,0.3819,97.7711
Sliwinskietal2017,MasonicParkTuff,49.95,0.2011,1.2787,8.75,0.6338,14.32,21.93,0.4488,97.5124
Sliwinskietal2017,MasonicParkTuff,49.77,0.175,1.1649,8.89,0.7645,14.27,22,0.4324,97.4668
Sliwinskietal2017,MasonicParkTuff,50.87,0.1611,1.0868,8.67,0.8421,14.32,21.88,0.3896,98.2196
Sliwinskietal2017,MasonicParkTuff,51.02,0.1931,1.0432,8.31,0.7679,14.66,21.99,0.3805,98.3647
Sliwinskietal2017,MasonicParkTuff,50.38,0.1828,1.1129,8.42,0.7427,14.57,21.98,0.3548,97.7432
Sliwinskietal2017,MasonicParkTuff,50.74,0.2055,1.1241,8.37,0.6854,14.72,21.97,0.3733,98.1883
Sliwinskietal2017,MasonicParkTuff,50.56,0.1923,1.1178,8.44,0.7382,14.46,21.75,0.3696,97.6279
Sliwinskietal2017,MasonicParkTuff,50.47,0.1939,1.0621,8.58,0.7777,14.68,21.89,0.3664,98.0201
Sliwinskietal2017,MasonicParkTuff,50.47,0.2185,1.1902,8.63,0.7169,14.57,21.89,0.3485,98.0341
Sliwinskietal2017,MasonicParkTuff,50.59,0.221,1.2253,8.88,0.6615,14.48,21.76,0.398,98.2158
Sliwinskietal2017,MasonicParkTuff,50.44,0.2103,1.2434,8.87,0.6788,14.34,21.86,0.4222,98.0647
Sliwinskietal2017,MasonicParkTuff,50.61,0.1463,1.0867,8.68,0.7364,14.41,22.08,0.4293,98.1787
Sliwinskietal2017,MasonicParkTuff,50.42,0.1463,1.0185,8.52,0.7945,14.57,22.01,0.3781,97.8574
Sliwinskietal2017,MasonicParkTuff,50.42,0.1721,1.1012,8.46,0.8001,14.53,21.99,0.3813,97.8547
Sliwinskietal2017,MasonicParkTuff,50.22,0.2265,1.1279,8.2,0.7401,14.76,21.94,0.3412,97.5557
Sliwinskietal2017,MasonicParkTuff,49.94,0.2163,1.404,8.9,0.5277,14.54,21.82,0.4006,97.7486
Sliwinskietal2017,MasonicParkTuff,49.7,0.2058,1.3555,8.94,0.5722,14.39,21.68,0.4054,97.2489
Sliwinskietal2017,MasonicParkTuff,49.67,0.1775,1.3202,9.09,0.7815,14.27,21.5,0.4508,97.26
Sliwinskietal2017,MasonicParkTuff,50.3,0.1932,1.1821,8.59,0.8351,14.47,21.77,0.3847,97.7251
Sliwinskietal2017,MasonicParkTuff,32.05,0.104,0.5568,5.19,0.5468,9.41,33.75,0.3081,81.9157
Sliwinskietal2017,MasonicParkTuff,51.08,0.1707,0.9964,8.49,0.7266,14.64,21.82,0.3951,98.3188
Sliwinskietal2017,MasonicParkTuff,51.41,0.1666,1.0044,8.52,0.6725,14.52,21.71,0.3754,98.3789
Sliwinskietal2017,MasonicParkTuff,51.39,0.1823,0.9961,8.49,0.6736,14.56,21.36,0.3889,98.0409
Sliwinskietal2017,MasonicParkTuff,51.53,0.1698,1.0172,8.7,0.786,14.48,21.69,0.3767,98.7497
Sliwinskietal2017,MasonicParkTuff,51.6,0.1915,1.023,8.69,0.8045,14.55,21.68,0.3968,98.9358
Sliwinskietal2017,MasonicParkTuff,51.73,0.1724,1.0177,8.68,0.7186,14.4,21.34,0.3589,98.4176
Sliwinskietal2017,MasonicParkTuff,51.72,0.1829,1.031,8.75,0.7364,14.57,21.55,0.395,98.9353
Sliwinskietal2017,MasonicParkTuff,51.92,0.2067,1.0059,8.69,0.8045,14.47,21.5,0.4,98.9971
Sliwinskietal2017,MasonicParkTuff,51.83,0.1875,1.0313,8.69,0.7527,14.55,21.52,0.3697,98.9312
Sliwinskietal2017,MasonicParkTuff,51.52,0.1898,1.0374,8.56,0.8453,14.5,21.49,0.3802,98.5227
Sliwinskietal2017,MasonicParkTuff,51.61,0.1672,1.0112,8.78,0.7353,14.4,21.69,0.4053,98.799
Sliwinskietal2017,MasonicParkTuff,51.79,0.1538,1.0168,8.6,0.8326,14.43,21.47,0.37,98.6632
Sliwinskietal2017,MasonicParkTuff,51.82,0.1629,1.0199,8.76,0.8368,14.5,21.69,0.4008,99.1904
Sliwinskietal2017,MasonicParkTuff,51.97,0.1903,1.0008,8.62,0.7839,14.43,21.69,0.3874,99.0724
Sliwinskietal2017,MasonicParkTuff,51.86,0.1795,0.9927,8.49,0.7149,14.42,21.77,0.3782,98.8053
Sliwinskietal2017,MasonicParkTuff,51.7,0.1913,0.9825,8.65,0.7916,14.39,21.68,0.3893,98.7747
Sliwinskietal2017,MasonicParkTuff,51.95,0.2015,1.0039,8.75,0.7944,14.54,21.65,0.3603,99.2501
Sliwinskietal2017,MasonicParkTuff,51.81,0.1625,0.9985,8.65,0.7633,14.52,21.72,0.3877,99.012
Sliwinskietal2017,MasonicParkTuff,51.84,0.1786,1.0327,8.82,0.8066,14.53,21.34,0.3864,98.9343
Sliwinskietal2017,MasonicParkTuff,51.76,0.1929,1.0048,8.76,0.7319,14.49,21.48,0.3967,98.8163
Sliwinskietal2017,MasonicParkTuff,52.13,0.1667,1.0223,8.82,0.7531,14.51,21.69,0.378,99.4701
Sliwinskietal2017,MasonicParkTuff,51.54,0.1601,1.0374,8.58,0.7611,14.42,21.74,0.3673,98.6059
Sliwinskietal2017,MasonicParkTuff,51.49,0.1755,1.0235,8.78,0.8585,14.44,21.67,0.3776,98.8151
Sliwinskietal2017,MasonicParkTuff,51.3,0.1727,1.0042,8.69,0.7984,14.48,21.6,0.3419,98.3872
Sliwinskietal2017,MasonicParkTuff,51.42,0.1632,1.0313,8.62,0.8184,14.47,21.43,0.3974,98.3503
Sliwinskietal2017,MasonicParkTuff,51.46,0.1522,1.0332,8.73,0.7871,14.48,21.78,0.347,98.7695
Sliwinskietal2017,MasonicParkTuff,51.43,0.2008,1.0359,8.7,0.747,14.5,21.7,0.4202,98.7339
Sliwinskietal2017,MasonicParkTuff,51.63,0.188,1.0387,8.74,0.7258,14.41,21.77,0.4242,98.9267
Sliwinskietal2017,MasonicParkTuff,51.72,0.1661,1.0301,8.64,0.7293,14.51,21.62,0.3878,98.8033
Sliwinskietal2017,MasonicParkTuff,51.21,0.1793,1.0363,8.78,0.7781,14.42,21.67,0.3986,98.4723
Sliwinskietal2017,MasonicParkTuff,51.59,0.1546,1.0637,8.69,0.8116,14.42,21.45,0.4185,98.5984
Sliwinskietal2017,MasonicParkTuff,51.45,0.1704,1.0562,8.53,0.8073,14.21,21.57,0.377,98.1709
Sliwinskietal2017,MasonicParkTuff,51.72,0.1853,1.0692,8.72,0.79,14.4,21.65,0.398,98.9325
Sliwinskietal2017,MasonicParkTuff,51.5,0.1582,1.0278,8.57,0.7644,14.26,21.62,0.3618,98.2622
Sliwinskietal2017,MasonicParkTuff,51.19,0.1777,1.0664,8.7,0.8022,14.25,21.78,0.3912,98.3575
Sliwinskietal2017,MasonicParkTuff,51.34,0.1713,1.064,8.64,0.7917,14.34,21.89,0.4017,98.6387
Sliwinskietal2017,MasonicParkTuff,51.32,0.1485,0.9983,8.53,0.7862,14.45,21.74,0.3603,98.3333
Sliwinskietal2017,MasonicParkTuff,51.76,0.1574,0.8962,8.31,0.7346,14.62,21.85,0.3548,98.683
Sliwinskietal2017,MasonicParkTuff,51.39,0.1832,0.8991,8.16,0.6734,14.77,21.85,0.3225,98.2482
Sliwinskietal2017,MasonicParkTuff,51.8,0.1898,0.9462,8.24,0.6946,14.76,21.9,0.311,98.8416
Sliwinskietal2017,MasonicParkTuff,51.78,0.1858,0.9703,8.03,0.7421,14.9,21.69,0.3238,98.622
Sliwinskietal2017,MasonicParkTuff,51.64,0.1939,0.98,8.25,0.6616,14.83,21.98,0.3222,98.8577
Sliwinskietal2017,MasonicParkTuff,51.57,0.1563,0.9277,7.96,0.7199,14.98,21.87,0.3336,98.5175
Sliwinskietal2017,MasonicParkTuff,51.88,0.1782,0.9377,8.07,0.6997,14.99,21.68,0.3347,98.7703
Sliwinskietal2017,MasonicParkTuff,52,0.1937,0.9158,8.17,0.6545,14.85,22.02,0.3426,99.1466
Sliwinskietal2017,MasonicParkTuff,51.65,0.2483,1.0905,8.06,0.6629,14.78,21.86,0.3047,98.6564
Sliwinskietal2017,MasonicParkTuff,51.64,0.2645,1.2769,8.54,0.6385,14.65,21.65,0.3676,99.0275
Sliwinskietal2017,MasonicParkTuff,51.53,0.254,1.345,8.71,0.6305,14.54,21.63,0.3875,99.027
Sliwinskietal2017,MasonicParkTuff,51.59,0.2113,1.2232,8.77,0.6066,14.68,21.56,0.3811,99.0222
Sliwinskietal2017,MasonicParkTuff,51.84,0.2049,1.1589,8.64,0.653,14.64,21.45,0.3788,98.9656
Sliwinskietal2017,MasonicParkTuff,52.03,0.1893,1.0872,8.46,0.6286,14.67,21.67,0.3646,99.0997
Sliwinskietal2017,MasonicParkTuff,51.76,0.1846,1.0836,8.27,0.6956,14.68,21.67,0.3379,98.6817
Sliwinskietal2017,MasonicParkTuff,52.1,0.1985,1.1751,8.53,0.6347,14.59,21.6,0.381,99.2093
Sliwinskietal2017,MasonicParkTuff,51.86,0.2081,1.1079,8.32,0.6649,14.55,21.69,0.351,98.7519
Sliwinskietal2017,MasonicParkTuff,51.8,0.1838,1.0706,8.57,0.6123,14.53,21.72,0.3642,98.8509
Sliwinskietal2017,MasonicParkTuff,51.78,0.1581,0.9901,8.37,0.7708,14.45,21.81,0.3813,98.7103
Sliwinskietal2017,MasonicParkTuff,51.77,0.1676,0.9834,8.46,0.7696,14.6,21.9,0.4074,99.058
Sliwinskietal2017,MasonicParkTuff,51.48,0.1842,0.9868,8.54,0.7761,14.55,21.74,0.3873,98.6444
Sliwinskietal2017,MasonicParkTuff,51.66,0.1587,0.9825,8.48,0.7846,14.59,21.81,0.3559,98.8217
Sliwinskietal2017,MasonicParkTuff,51.97,0.2003,1.0338,8.22,0.7236,14.68,21.71,0.3241,98.8618
Sliwinskietal2017,MasonicParkTuff,51.85,0.2314,1.1191,8.41,0.7027,14.66,21.53,0.3478,98.851
Sliwinskietal2017,MasonicParkTuff,51.96,0.2735,1.3316,8.47,0.574,14.69,21.65,0.3287,99.2778
Sliwinskietal2017,MasonicParkTuff,51.85,0.2635,1.3341,8.53,0.6052,14.65,21.49,0.3382,99.061
Sliwinskietal2017,MasonicParkTuff,51.68,0.2502,1.1409,8.37,0.5963,14.42,21.56,0.3739,98.3913
Sliwinskietal2017,MasonicParkTuff,62.64,0.1548,3.82,6.03,0.3648,8.37,13.64,1.1875,96.2071
Sliwinskietal2017,MasonicParkTuff,53.06,0.1543,0.8167,8.53,0.7033,14.68,22.26,0.3345,100.5388
Sliwinskietal2017,MasonicParkTuff,52.73,0.1449,0.8991,8.3,0.704,14.65,22.28,0.3481,100.0561
Sliwinskietal2017,MasonicParkTuff,52.58,0.164,0.9541,8.47,0.7116,14.33,22.04,0.3565,99.6062
